timestamp,latitude,longitude,altitude,speed,course,hacc
"1653471730000",45.47787,9.22687,163.111,0.663,189.894,"6"
"1653471731000",45.47787,9.22687,163.188,0.668,188.428,"4"
"1653471732000",45.47786,9.22686,163.064,0.676,191.063,"4"
"1653471733000",45.47785,9.22686,163.139,0.684,196.918,"4"
"1653471734000",45.47784,9.22686,163.211,0.69,194.059,"4"
"1653471735000",45.47784,9.22686,163.206,0.7,185.53,"4"
"1653471736000",45.47783,9.22686,163.315,0.71,193.513,"4"
"1653471737000",45.47782,9.22686,163.3,0.714,191.892,"4"
"1653471738000",45.47782,9.22686,163.345,0.724,193.326,"4"
"1653471739000",45.47781,9.22686,163.423,0.732,196.964,"4"
"1653471740000",45.4778,9.22686,163.197,0.732,209.331,"4"
"1653471741000",45.47779,9.22685,163.208,0.736,197.166,"4"
"1653471742000",45.47778,9.22685,163.232,0.735,198.432,"4"
"1653471743000",45.47778,9.22684,163.102,0.733,202.846,"4"
"1653471744000",45.47777,9.22684,163.068,0.732,199.33,"4"
"1653471745000",45.47777,9.22683,163.076,0.727,203.948,"4"
"1653471746000",45.47776,9.22683,163.007,0.725,200.414,"4"
"1653471747000",45.47775,9.22683,162.974,0.729,204.168,"4"
"1653471748000",45.47775,9.22682,162.978,0.727,209.818,"4"
"1653471749000",45.47774,9.22682,162.996,0.728,203.595,"4"
"1653471750000",45.47774,9.22681,163.027,0.735,198.7,"4"
"1653471751000",45.47773,9.2268,163.16,0.732,204.639,"4"
"1653471752000",45.47773,9.2268,163.069,0.731,201.468,"4"
"1653471753000",45.47772,9.2268,163.057,0.736,196.812,"4"
"1653471754000",45.47771,9.22679,163.118,0.732,205.028,"4"
"1653471755000",45.47771,9.22679,163.075,0.739,216.052,"4"
"1653471756000",45.4777,9.22678,163.15,0.747,199.896,"4"
"1653471757000",45.4777,9.22677,163.105,0.746,213.264,"4"
"1653471758000",45.47769,9.22677,163.086,0.746,222.653,"4"
"1653471759000",45.47769,9.22677,163.155,0.75,214.893,"4"
"1653471760000",45.47768,9.22676,163.106,0.749,221.104,"4"
"1653471761000",45.47768,9.22676,162.972,0.751,227.551,"4"
"1653471762000",45.47767,9.22675,162.97,0.749,234.799,"4"
"1653471763000",45.47767,9.22674,162.947,0.747,230.73,"4"
"1653471764000",45.47766,9.22673,162.856,0.75,233.242,"4"
"1653471765000",45.47766,9.22672,162.862,0.744,233.403,"4"
"1653471766000",45.47766,9.22671,162.851,0.739,233.039,"4"
"1653471767000",45.47765,9.2267,162.761,0.74,239.458,"4"
"1653471768000",45.47765,9.22668,162.841,0.744,239.265,"4"
"1653471769000",45.47764,9.22667,162.837,0.74,240.559,"4"
"1653471770000",45.47764,9.22666,162.754,0.742,240.953,"4"
"1653471771000",45.47763,9.22665,162.912,0.737,239.932,"4"
"1653471772000",45.47763,9.22664,162.877,0.733,244.137,"4"
"1653471773000",45.47763,9.22663,163.008,0.735,249.731,"4"
"1653471774000",45.47762,9.22662,163.191,0.734,244.557,"4"
"1653471775000",45.47762,9.22661,163.196,0.732,251.598,"4"
"1653471776000",45.47762,9.2266,163.176,0.734,249.587,"4"
"1653471777000",45.47761,9.22659,163.206,0.731,249.289,"4"
"1653471778000",45.47761,9.22658,163.16,0.732,251.533,"4"
"1653471779000",45.47761,9.22657,163.105,0.738,260.809,"4"
"1653471780000",45.47761,9.22656,163.034,0.733,260.714,"4"
"1653471781000",45.47761,9.22655,162.925,0.728,259.107,"4"
"1653471782000",45.47761,9.22654,163.029,0.729,261.32,"4"
"1653471783000",45.4776,9.22653,162.992,0.724,255.047,"4"
"1653471784000",45.4776,9.22653,162.914,0.721,266.345,"4"
"1653471785000",45.4776,9.22652,162.962,0.719,265.957,"4"
"1653471786000",45.4776,9.22651,163.012,0.715,252.83,"4"
"1653471787000",45.4776,9.2265,162.968,0.715,246.124,"4"
"1653471788000",45.47759,9.22649,162.965,0.711,247.198,"4"
"1653471789000",45.47759,9.22648,162.879,0.714,249.842,"4"
"1653471790000",45.47759,9.22647,162.886,0.713,248.217,"4"
"1653471791000",45.47759,9.22647,162.718,0.707,252.116,"4"
"1653471792000",45.47758,9.22646,162.528,0.701,277.616,"4"
"1653471793000",45.47759,9.22645,162.529,0.687,264.285,"4"
"1653471794000",45.47759,9.22644,162.514,0.672,249.929,"4"
"1653471795000",45.47759,9.22643,162.52,0.666,256.33,"4"
"1653471796000",45.47758,9.22642,162.655,0.665,265.008,"4"
"1653471797000",45.47758,9.22641,162.607,0.67,254.524,"4"
"1653471798000",45.47758,9.2264,162.582,0.676,263.115,"4"
"1653471799000",45.47758,9.22639,162.494,0.667,262.882,"4"
"1653471800000",45.47758,9.22638,162.405,0.664,258.84,"4"
"1653471801000",45.47758,9.22637,162.429,0.662,259.928,"4"
"1653471802000",45.47758,9.22636,162.395,0.656,247.773,"4"
"1653471803000",45.47758,9.22636,162.472,0.657,258.919,"4"
"1653471804000",45.47758,9.22635,162.489,0.661,250.728,"4"
"1653471805000",45.47758,9.22634,162.472,0.663,260.045,"4"
"1653471806000",45.47758,9.22633,162.359,0.659,257.228,"4"
"1653471807000",45.47758,9.22632,162.121,0.658,257.669,"4"
"1653471808000",45.47758,9.22631,162.191,0.655,275.362,"4"
"1653471809000",45.47758,9.2263,162.211,0.656,286.835,"4"
"1653471810000",45.47758,9.22629,162.23,0.652,261.182,"4"
"1653471811000",45.47758,9.22628,162.139,0.645,271.739,"4"
"1653471812000",45.47758,9.22627,162.154,0.64,269.642,"4"
"1653471813000",45.47758,9.22625,162.237,0.636,277.926,"4"
"1653471814000",45.47758,9.22624,162.147,0.633,265.878,"4"
"1653471815000",45.47758,9.22623,161.992,0.629,271.112,"4"
